s.entity_en,type(r),t.entity_en
Large blood vessels,ANATOMY_DISEASE,Type 2 diabetes
Large blood vessels,ANATOMY_DISEASE,diabetes
Large blood vessels,ANATOMY_DISEASE,obesity
Large blood vessels,ANATOMY_DISEASE,Macrovascular complications
Large blood vessels,ANATOMY_DISEASE,Hypoglycemia
Large blood vessels,ANATOMY_DISEASE,CVD
Large blood vessels,ANATOMY_DISEASE,T2DM
Large blood vessels,ANATOMY_DISEASE,Macrovascular events
Large blood vessels,ANATOMY_DISEASE,Type 2 diabetes mellitus (T2DM)
Large blood vessels,ANATOMY_DISEASE,Macrovascular and microvascular events
Large blood vessels,ANATOMY_DISEASE,Large vessel disease
Large blood vessels,ANATOMY_DISEASE,Microvascular and macrovascular diseases
Large blood vessels,ANATOMY_DISEASE,Macrovascular and microvascular diseases
Large blood vessels,ANATOMY_DISEASE,Large vessel atherosclerosis
Large blood vessels,ANATOMY_DISEASE,Large vessel atherosclerotic plaque
Large blood vessels,ANATOMY_DISEASE,Diabetic macroangiopathy
Chlorpropamide,DRUG_DISEASE,Type 2 diabetes
Chlorpropamide,DRUG_DISEASE,diabetes
Chlorpropamide,DRUG_DISEASE,T2DM
Chlorpropamide,DRUG_DISEASE,CKD
Chlorpropamide,DRUG_DISEASE,Patients with T2DM
Myocardium,ANATOMY_DISEASE,Myocardial infarction
Myocardium,ANATOMY_DISEASE,Nonfatal myocardial infarction
Myocardium,ANATOMY_DISEASE,Myocardial ischemia
Myocardium,ANATOMY_DISEASE,Fatal and nonfatal myocardial infarction
Myocardium,ANATOMY_DISEASE,Acute myocardial infarction
Myocardium,ANATOMY_DISEASE,Diabetic cardiomyopathy
Non-lethal,CLASS_DISEASE,Nonfatal myocardial infarction
Non-lethal,CLASS_DISEASE,Nonfatal stroke
Non-lethal,CLASS_DISEASE,Nonfatal ischemic stroke
5 years,DURATION_DRUG,Gliclazide extended-release tablets
5 years,DURATION_DRUG,Nateglinide
5 years,DURATION_DRUG,Sulfonylureas
5 years,DURATION_DRUG,Metformin
heart,ANATOMY_DISEASE,heart disease
heart,ANATOMY_DISEASE,Cardiac events
heart,ANATOMY_DISEASE,Ischemic heart disease
Cardiovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular diseases
Cardiovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular events
Cardiovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular atherosclerosis
Cardiovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular diseases
Cardiovascular,ANATOMY_DISEASE,Ischemic cardiovascular and cerebrovascular diseases
Cardiovascular,ANATOMY_DISEASE,Severe cardiovascular and cerebrovascular diseases
Cardiovascular,ANATOMY_DISEASE,Cardiovascular and cerebrovascular diseases
Cardiovascular,ANATOMY_DISEASE,Atherosclerotic cardiovascular and cerebrovascular diseases
Chronic obstructive,CLASS_DISEASE,Chronic obstructive pulmonary disease
lung,ANATOMY_DISEASE,Chronic obstructive pulmonary disease
lung,ANATOMY_DISEASE,Heart and lung diseases
lung,ANATOMY_DISEASE,Lung cancer
lung,ANATOMY_DISEASE,"Liver, kidney, heart and lung dysfunction"
lung,ANATOMY_DISEASE,Abnormal cardiopulmonary function
lung,ANATOMY_DISEASE,Decreased cardiopulmonary function
nerve,ANATOMY_DISEASE,Neurological disorders
nerve,ANATOMY_DISEASE,Mononeuropathy
nerve,ANATOMY_DISEASE,Lumbar plexus disease
nerve,ANATOMY_DISEASE,Neuropathy
nerve,ANATOMY_DISEASE,Autonomic neuropathy
nerve,ANATOMY_DISEASE,Diabetic mononeuropathy
nerve,ANATOMY_DISEASE,Multiple mononeuropathy
nerve,ANATOMY_DISEASE,Neuropathy
nerve,ANATOMY_DISEASE,Diabetic peripheral neuropathy
nerve,ANATOMY_DISEASE,Diabetic neuropathy
nerve,ANATOMY_DISEASE,Neurological disorders
nerve,ANATOMY_DISEASE,Diabetic distal symmetric polyneuropathy (DSPN)
nerve,ANATOMY_DISEASE,Painful neuropathy
Sulfonylureas,DRUG_DISEASE,Type 2 diabetes
Sulfonylureas,DRUG_DISEASE,diabetes
Sulfonylureas,DRUG_DISEASE,T2DM
Sulfonylureas,DRUG_DISEASE,High blood sugar
Weight gain,ADE_DRUG,Insulin secretagogues
Weight gain,ADE_DRUG,Sulfonylureas
Weight gain,ADE_DRUG,Glipizide
Weight gain,ADE_DRUG,Gliquidone
Weight gain,ADE_DRUG,Glimepiride
Weight gain,ADE_DRUG,Glyburide
Weight gain,ADE_DRUG,Gliclazide
Weight gain,ADE_DRUG,Gliclazide extended-release tablets
Weight gain,ADE_DRUG,insulin
Weight gain,ADE_DRUG,Sulfonylureas
Weight gain,ADE_DRUG,Metformin
Weight gain,ADE_DRUG,Thiazolidinediones
Weight gain,ADE_DRUG,DPP-4 inhibitors
Weight gain,ADE_DRUG,Basal insulin
Weight gain,ADE_DRUG,Acarbose
Weight gain,ADE_DRUG,Glitazones
Weight gain,ADE_DRUG,Statins
Weight gain,ADE_DRUG,Sulfonylureas (SUs)
Weight gain,ADE_DRUG,Thiazolidinediones (TZDs)
Weight gain,ADE_DRUG,TZD
Weight gain,ADE_DRUG,Secretagogues
Metformin,DRUG_DISEASE,Type 2 diabetes
Metformin,DRUG_DISEASE,diabetes
Metformin,DRUG_DISEASE,Cardiovascular disease
Metformin,DRUG_DISEASE,obesity
Metformin,DRUG_DISEASE,overweight
Metformin,DRUG_DISEASE,Coronary heart disease
Metformin,DRUG_DISEASE,Kidney disease
Metformin,DRUG_DISEASE,Liver and kidney dysfunction
Metformin,DRUG_DISEASE,Moderate renal insufficiency
Metformin,DRUG_DISEASE,Hepatic insufficiency
Metformin,DRUG_DISEASE,Renal insufficiency
Metformin,DRUG_DISEASE,Impaired renal function
Metformin,DRUG_DISEASE,T2DM
Metformin,DRUG_DISEASE,Abdominal obesity
Metformin,DRUG_DISEASE,IFG
Metformin,DRUG_DISEASE,Prediabetes
Metformin,DRUG_DISEASE,T1DM
Metformin,DRUG_DISEASE,CHF
Metformin,DRUG_DISEASE,CKD
Metformin,DRUG_DISEASE,GT
Metformin,DRUG_DISEASE,GDM
Metformin,DRUG_DISEASE,PCOS
Metformin,DRUG_DISEASE,Abnormal renal function
Metformin,DRUG_DISEASE,Impaired liver function
Metformin,DRUG_DISEASE,Renal impairment
Metformin,DRUG_DISEASE,IR
Metformin,DRUG_DISEASE,NAFLD
Metformin,DRUG_DISEASE,IGT
Metformin,DRUG_DISEASE,Cardiovascular events
Metformin,DRUG_DISEASE,High blood sugar
Metformin,DRUG_DISEASE,Insulin resistance
Metformin,DRUG_DISEASE,Chronic heart failure
Metformin,DRUG_DISEASE,Lactic acidosis
Metformin,DRUG_DISEASE,Hyperinsulinemia
Metformin,DRUG_DISEASE,Gestational diabetes
Metformin,DRUG_DISEASE,Liver inflammation
Metformin,DRUG_DISEASE,Steatosis and fibrosis
Metformin,DRUG_DISEASE,MS
Metformin,DRUG_DISEASE,Hyperglycemia
Metformin,DRUG_DISEASE,Lung cancer
Metformin,DRUG_DISEASE,Prostate cancer
Metformin,DRUG_DISEASE,Rectal cancer
Metformin,DRUG_DISEASE,Polycystic Ovary Syndrome (PCOS)
Metformin,DRUG_DISEASE,Impaired fasting glucose (IFG)
Metformin,DRUG_DISEASE,Congestive heart failure
Metformin,DRUG_DISEASE,Type 2 diabetes
Metformin,DRUG_DISEASE,CKD stage 3a
Metformin,DRUG_DISEASE,Type 1 and type 2 diabetes
Metformin,DRUG_DISEASE,Chronic Kidney Disease Stage 3a
Rosiglitazone,DRUG_DISEASE,Type 2 diabetes
Rosiglitazone,DRUG_DISEASE,diabetes
Rosiglitazone,DRUG_DISEASE,T2DM
Rosiglitazone,DRUG_DISEASE,Cardiovascular risk
Rosiglitazone,DRUG_DISEASE,Renal impairment
Sulfonylurea insulin secretagogues,DRUG_DISEASE,Type 2 diabetes
Tolbutamide,DRUG_DISEASE,Type 2 diabetes
Tolbutamide,DRUG_DISEASE,T2DM
Tolbutamide,DRUG_DISEASE,CKD
Dizziness,ADE_DRUG,Insulin secretagogues
Dizziness,ADE_DRUG,Cilostazol
Fatigue,ADE_DRUG,Insulin secretagogues
Fatigue,ADE_DRUG,Metformin
Headache,ADE_DRUG,Insulin secretagogues
Headache,ADE_DRUG,Metformin
Headache,ADE_DRUG,DPP-4 inhibitors
Headache,ADE_DRUG,Statins
Headache,ADE_DRUG,Cilostazol
rash,ADE_DRUG,Insulin secretagogues
nausea,ADE_DRUG,Insulin secretagogues
nausea,ADE_DRUG,Metformin
nausea,ADE_DRUG,GLP-1 receptor agonists
nausea,ADE_DRUG,Statins
nausea,ADE_DRUG,Colchicine
Gastrointestinal adverse reactions,ADE_DRUG,Insulin secretagogues
Gastrointestinal adverse reactions,ADE_DRUG,Exenatide
Gastrointestinal adverse reactions,ADE_DRUG,Alogliptin
Gastrointestinal adverse reactions,ADE_DRUG,Saxagliptin
Gastrointestinal adverse reactions,ADE_DRUG,Nonselective COX inhibitors
Vomit,ADE_DRUG,Insulin secretagogues
Vomit,ADE_DRUG,Sulfonylureas
Vomit,ADE_DRUG,Metformin
Vomit,ADE_DRUG,GLP-1 receptor agonists
Vomit,ADE_DRUG,Colchicine
stomach ache,ADE_DRUG,Insulin secretagogues
stomach ache,ADE_DRUG,Statins
stomach ache,ADE_DRUG,Colchicine
diarrhea,ADE_DRUG,Insulin secretagogues
diarrhea,ADE_DRUG,Sulfonylureas
diarrhea,ADE_DRUG,Metformin
diarrhea,ADE_DRUG,GLP-1 receptor agonists
diarrhea,ADE_DRUG,Acarbose
diarrhea,ADE_DRUG,Fibrates
diarrhea,ADE_DRUG,Statins
diarrhea,ADE_DRUG,Voglibose
diarrhea,ADE_DRUG,Cilostazol
diarrhea,ADE_DRUG,Colchicine
oral,METHOD_DRUG,Insulin secretagogues
oral,METHOD_DRUG,Sulfonylureas
oral,METHOD_DRUG,Meglitinides
oral,METHOD_DRUG,Gliquidone
oral,METHOD_DRUG,Meglitinides
oral,METHOD_DRUG,insulin
oral,METHOD_DRUG,Sulfonylureas
oral,METHOD_DRUG,Metformin
oral,METHOD_DRUG,Sulfonylurea insulin secretagogues
oral,METHOD_DRUG,α-Glucosidase inhibitors
oral,METHOD_DRUG,glucose
oral,METHOD_DRUG,GLP-1 receptor agonists
oral,METHOD_DRUG,DPP-4 inhibitors
oral,METHOD_DRUG,Thiazolidinediones
oral,METHOD_DRUG,Basal insulin
oral,METHOD_DRUG,Acarbose
oral,METHOD_DRUG,Glucocorticoids
oral,METHOD_DRUG,Oral contraceptives
oral,METHOD_DRUG,Contraceptive pills
oral,METHOD_DRUG,Meglitinides oral hypoglycemic drugs
oral,METHOD_DRUG,Empagliflozin
oral,METHOD_DRUG,Dipeptidyl peptidase 4 (DPP-4) inhibitors
oral,METHOD_DRUG,Dapagliflozin
oral,METHOD_DRUG,Canagliflozin
oral,METHOD_DRUG,Insulin
oral,METHOD_DRUG,Sodium-glucose co-transporter 2 inhibitors
oral,METHOD_DRUG,SGLT2 inhibitors
oral,METHOD_DRUG,Short-acting sulfonylurea secretagogues
oral,METHOD_DRUG,Dipeptidyl peptidase-4 (DPP-4) inhibitors
oral,METHOD_DRUG,SGLT2i
oral,METHOD_DRUG,Sodium-glucose co-transporter 2 inhibitors (SGLT2i)
oral,METHOD_DRUG,Beraprost Sodium
oral,METHOD_DRUG,Direct inhibitors of factor Xa and IIa
oral,METHOD_DRUG,α-Glucosidase inhibitors
oral,METHOD_DRUG,Dipeptidyl peptidase-4 (DPP-4) inhibitors
oral,METHOD_DRUG,Citric acid mixture
oral,METHOD_DRUG,Sodium bicarbonate (baking soda)
oral,METHOD_DRUG,Colchicine
oral,METHOD_DRUG,Prednisone
oral,METHOD_DRUG,Glycosidase inhibitors
oral,METHOD_DRUG,Non-insulin secretagogue oral glucose-lowering drugs
oral,METHOD_DRUG,Beprostaglandin Sodium Tablets
oral,METHOD_DRUG,Potassium Sodium Hydrogen Citrate Granules
oral,METHOD_DRUG,Glucose solution
Type 1,CLASS_DISEASE,Type 1 diabetes
Type 1,CLASS_DISEASE,Type 1 diabetes mellitus
Type 1,CLASS_DISEASE,Type 2 and type 1 diabetes
Type 1,CLASS_DISEASE,Type 1 and type 2 diabetes
Type 1,CLASS_DISEASE,Type 1 diabetes microangiopathy
Type 1,CLASS_DISEASE,Type 1DN
liver,ANATOMY_DISEASE,Severe liver or kidney damage
liver,ANATOMY_DISEASE,Liver and kidney dysfunction
liver,ANATOMY_DISEASE,Hepatic insufficiency
liver,ANATOMY_DISEASE,Liver damage
liver,ANATOMY_DISEASE,Liver damage
liver,ANATOMY_DISEASE,Impaired liver function
liver,ANATOMY_DISEASE,Fatty liver
liver,ANATOMY_DISEASE,Alcoholic liver disease
liver,ANATOMY_DISEASE,Nonalcoholic fatty liver disease
liver,ANATOMY_DISEASE,Decompensated cirrhosis
liver,ANATOMY_DISEASE,Abnormal liver function
liver,ANATOMY_DISEASE,Liver disease
liver,ANATOMY_DISEASE,"Elderly, severe liver and kidney disease"
liver,ANATOMY_DISEASE,Chronic hepatitis
liver,ANATOMY_DISEASE,Nonalcoholic steatohepatitis (NASH)
liver,ANATOMY_DISEASE,Compensated cirrhosis
liver,ANATOMY_DISEASE,Decompensated cirrhosis
liver,ANATOMY_DISEASE,Acute liver failure
liver,ANATOMY_DISEASE,Decreased liver and kidney function
liver,ANATOMY_DISEASE,Severe liver damage
liver,ANATOMY_DISEASE,Severe liver dysfunction
liver,ANATOMY_DISEASE,"Liver, kidney, heart and lung dysfunction"
liver,ANATOMY_DISEASE,Hepatic or renal impairment
liver,ANATOMY_DISEASE,Nonalcoholic fatty liver disease
liver,ANATOMY_DISEASE,Liver dysfunction
liver,ANATOMY_DISEASE,hepatitis
liver,ANATOMY_DISEASE,Nonalcoholic steatohepatitis
liver,ANATOMY_DISEASE,Liver and kidney dysfunction
liver,ANATOMY_DISEASE,Hepatic encephalopathy
liver,ANATOMY_DISEASE,Decompensated cirrhosis
liver,ANATOMY_DISEASE,Renal or hepatic impairment
liver,ANATOMY_DISEASE,Abnormal liver and kidney function
liver,ANATOMY_DISEASE,Nonalcoholic fatty liver disease (NAFLD)
liver,ANATOMY_DISEASE,Liver damage
liver,ANATOMY_DISEASE,Liver and kidney diseases
liver,ANATOMY_DISEASE,Patients with impaired liver and kidney function
liver,ANATOMY_DISEASE,Active liver disease
liver,ANATOMY_DISEASE,Mild to moderate liver impairment
Thiazolidinediones,DRUG_DISEASE,Type 2 diabetes
α-Glucosidase inhibitors,DRUG_DISEASE,Type 2 diabetes
α-Glucosidase inhibitors,DRUG_DISEASE,Renal insufficiency
α-Glucosidase inhibitors,DRUG_DISEASE,T2DM
α-Glucosidase inhibitors,DRUG_DISEASE,High blood sugar
Biguanides,DRUG_DISEASE,Type 2 diabetes
Postprandial blood glucose (PPG),TEST_ITEMS_DISEASE,T2DM
Postprandial blood glucose (PPG),TEST_ITEMS_DISEASE,High blood sugar
Fasting blood glucose (FPG),TEST_ITEMS_DISEASE,Type 2 diabetes
Fasting blood glucose (FPG),TEST_ITEMS_DISEASE,diabetes
Fasting blood glucose (FPG),TEST_ITEMS_DISEASE,High blood sugar
Insulin secretagogue therapy,DRUG_DISEASE,diabetes
Pregnancy,CLASS_DISEASE,Gestational diabetes
Pregnancy,CLASS_DISEASE,Gestational diabetes mellitus (GDM)
Pregnancy,CLASS_DISEASE,Hyperglycemia during pregnancy
Dominant during pregnancy,CLASS_DISEASE,Overt diabetes mellitus during pregnancy
Once a day,FREQUENCY_DRUG,Sulfonylurea secretagogues
β-cell insulin secretion function is more obvious than insulin sensitivity,PATHOGENESIS_DISEASE,Diabetic nephropathy
Retina,ANATOMY_DISEASE,diabetes
Retina,ANATOMY_DISEASE,Retinopathy
Retina,ANATOMY_DISEASE,Diabetic Retinopathy (DR)
Retina,ANATOMY_DISEASE,Diabetic retinopathy
Retina,ANATOMY_DISEASE,Neovascularization of the retina or optic disc
Retina,ANATOMY_DISEASE,Preretinal hemorrhage
Retina,ANATOMY_DISEASE,Tractional retinal detachment
Retina,ANATOMY_DISEASE,Retinal neovascularization
Retina,ANATOMY_DISEASE,Retinal vein occlusion
Retina,ANATOMY_DISEASE,Intraretinal cyst
Retina,ANATOMY_DISEASE,Retinal neovascular disease
Retina,ANATOMY_DISEASE,Type 2 diabetic retinopathy
Retina,ANATOMY_DISEASE,Nonproliferative diabetic retinopathy
Retina,ANATOMY_DISEASE,Diabetic retinopathy (DR)
Retina,ANATOMY_DISEASE,Retinopathy
kidney,ANATOMY_DISEASE,diabetes
kidney,ANATOMY_DISEASE,Renal events
kidney,ANATOMY_DISEASE,End-stage renal disease
kidney,ANATOMY_DISEASE,End-stage renal disease (ESRD)
kidney,ANATOMY_DISEASE,CKD
kidney,ANATOMY_DISEASE,Chronic Kidney Disease (CKD)
kidney,ANATOMY_DISEASE,Diabetic chronic kidney disease (CKD)
kidney,ANATOMY_DISEASE,Renal adverse events
kidney,ANATOMY_DISEASE,Kidney damage
kidney,ANATOMY_DISEASE,Chronic kidney disease
kidney,ANATOMY_DISEASE,Diabetic Kidney Disease (DKD)
kidney,ANATOMY_DISEASE,Kidney disease
kidney,ANATOMY_DISEASE,Diabetic Nephropathy
kidney,ANATOMY_DISEASE,Chronic kidney disease
kidney,ANATOMY_DISEASE,Chronic Kidney Disease (CKD)
kidney,ANATOMY_DISEASE,Kidney disease
kidney,ANATOMY_DISEASE,Diabetic kidney disease
kidney,ANATOMY_DISEASE,Chronic kidney disease (CKD)
kidney,ANATOMY_DISEASE,Chronic kidney disease
kidney,ANATOMY_DISEASE,"Acute and chronic inflammatory damage to joint cartilage, bone, kidney, and vascular endothelium"
kidney,ANATOMY_DISEASE,Diabetic Kidney Disease (DKD)
kidney,ANATOMY_DISEASE,Acute and chronic inflammatory injury
kidney,ANATOMY_DISEASE,Kidney Nephropathy
kidney,ANATOMY_DISEASE,Kidney xanthine and hypoxanthine stones
kidney,ANATOMY_DISEASE,Kidney disease
kidney,ANATOMY_DISEASE,Kidney damage
kidney,ANATOMY_DISEASE,Type 2 diabetic nephropathy
kidney,ANATOMY_DISEASE,Kidney hypertrophy
kidney,ANATOMY_DISEASE,Moderate to severe chronic kidney disease
kidney,ANATOMY_DISEASE,Advanced chronic kidney disease
kidney,ANATOMY_DISEASE,Chronic Kidney Disease Stage 3a
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy (DPN)
Peripheral nerves,ANATOMY_DISEASE,Distal symmetric polyneuropathy (DSPN)
Peripheral nerves,ANATOMY_DISEASE,DPN
Peripheral nerves,ANATOMY_DISEASE,Peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Subclinical peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Length-dependent axonal neuropathy
Peripheral nerves,ANATOMY_DISEASE,Compression neuropathy
Peripheral nerves,ANATOMY_DISEASE,Multiple symmetrical peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Focal asymmetric peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Distal symmetrical polyneuropathy
Peripheral nerves,ANATOMY_DISEASE,Prediabetic peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Painful peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Diabetic neuropathy
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy
Peripheral nerves,ANATOMY_DISEASE,Blood Stasis Diabetic Peripheral Neuropathy
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy (DPN)
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy (DPN)
Peripheral nerves,ANATOMY_DISEASE,Diabetic peripheral neuropathy (DPN)
Autonomic nerves,ANATOMY_DISEASE,Autonomic neuropathy
Autonomic nerves,ANATOMY_DISEASE,Peripheral neuropathy
Autonomic nerves,ANATOMY_DISEASE,Diabetic autonomic neuropathy
Autonomic nerves,ANATOMY_DISEASE,Autonomic nerve damage
Autonomic nerves,ANATOMY_DISEASE,Autonomic neuropathy
Autonomic nerves,ANATOMY_DISEASE,Diabetic neuropathy
Physical examination,TEST_DISEASE,DPN
Limb numbness,SYMPTOM_DISEASE,DPN
pain,SYMPTOM_DISEASE,diabetes
pain,SYMPTOM_DISEASE,DPN
pain,SYMPTOM_DISEASE,Peripheral neuropathy
pain,SYMPTOM_DISEASE,Neuropathy
pain,SYMPTOM_DISEASE,Chronic arterial occlusive disease
pain,SYMPTOM_DISEASE,Chronic arterial occlusive disease
pain,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
pain,SYMPTOM_DISEASE,Geriatric syndrome
Paresthesias,SYMPTOM_DISEASE,DPN
Paresthesias,SYMPTOM_DISEASE,Central nervous system sensory pathway lesions
Paresthesias,SYMPTOM_DISEASE,Peripheral neuropathy
Paresthesias,SYMPTOM_DISEASE,Neuropathic ulcers
Paresthesias,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
Sensory impairment,SYMPTOM_DISEASE,DPN
Neuralgia,SYMPTOM_DISEASE,DPN
Abnormal sweating,SYMPTOM_DISEASE,Diabetic autonomic neuropathy
constipate,SYMPTOM_DISEASE,DPN
constipate,SYMPTOM_DISEASE,Central nervous system sensory pathway lesions
Sexual dysfunction,SYMPTOM_DISEASE,DPN
Sexual dysfunction,SYMPTOM_DISEASE,Central nervous system sensory pathway lesions
Limb muscle weakness,SYMPTOM_DISEASE,diabetes
Atrophy,SYMPTOM_DISEASE,diabetes
Sensory examination,TEST_DISEASE,DPN
"Decreased sensation of vibration, pain, touch, pressure, and temperature",SYMPTOM_DISEASE,DPN
Hyperalgesia,SYMPTOM_DISEASE,DPN
Distal lower limb,ANATOMY_DISEASE,DPN
Distal lower limb,ANATOMY_DISEASE,Length-dependent axonal neuropathy
Sensory ataxia,SYMPTOM_DISEASE,DPN
Tendon reflex testing,TEST_DISEASE,DPN
Decreased or absent tendon reflexes,SYMPTOM_DISEASE,DPN
Especially the Achilles tendon reflex,SYMPTOM_DISEASE,DPN
ulcer,SYMPTOM_DISEASE,Diabetic foot
ulcer,SYMPTOM_DISEASE,Chronic arterial occlusive disease
ulcer,SYMPTOM_DISEASE,Chronic arterial occlusive disease
ulcer,SYMPTOM_DISEASE,Diabetic peripheral vascular disease
ulcer,SYMPTOM_DISEASE,Lower extremity vascular disease
ulcer,SYMPTOM_DISEASE,Inadequate peripheral blood supply
blood pressure,TEST_DISEASE,Type 2 diabetes
blood pressure,TEST_DISEASE,diabetes
blood pressure,TEST_DISEASE,Diabetic nephropathy
blood pressure,TEST_DISEASE,Cardiovascular disease
blood pressure,TEST_DISEASE,Kidney disease
blood pressure,TEST_DISEASE,hypertension
blood pressure,TEST_DISEASE,CVD
blood pressure,TEST_DISEASE,T2DM
blood pressure,TEST_DISEASE,Cardiovascular disease
blood pressure,TEST_DISEASE,DR
blood pressure,TEST_DISEASE,DKD
blood pressure,TEST_DISEASE,Diabetic microvascular complications
blood pressure,TEST_DISEASE,ESRD
blood pressure,TEST_DISEASE,Cerebrovascular injury
blood pressure,TEST_DISEASE,Cerebral infarction
blood pressure,TEST_DISEASE,Type 2 diabetic nephropathy
Lower limbs,ANATOMY_DISEASE,Sensory impairment in the lower limbs
Lower limbs,ANATOMY_DISEASE,Orthostatic hypotension
Lower limbs,ANATOMY_DISEASE,Lower limb ischemia
Lower limbs,ANATOMY_DISEASE,Intermittent claudication of lower limbs
Lower limbs,ANATOMY_DISEASE,Lower limb ischemia (CLI)
Lower limbs,ANATOMY_DISEASE,Disuse muscular atrophy of lower limbs
Lower limbs,ANATOMY_DISEASE,Lower limb lesions
Autonomic symptoms,SYMPTOM_DISEASE,DPN
Autonomic symptoms,SYMPTOM_DISEASE,Central nervous system sensory pathway lesions
Difficulty urinating,SYMPTOM_DISEASE,DPN
Difficulty urinating,SYMPTOM_DISEASE,Central nervous system sensory pathway lesions
Difficulty urinating,SYMPTOM_DISEASE,Diabetic autonomic neuropathy
Blood sugar related tests,TEST_DISEASE,diabetes
Blood sugar related tests,TEST_DISEASE,Peripheral neuropathy
2h blood glucose after glucose load,TEST_ITEMS_DISEASE,diabetes
2h blood glucose after glucose load,TEST_ITEMS_DISEASE,Peripheral neuropathy
Glycated hemoglobin,TEST_ITEMS_DISEASE,Type 2 diabetes
Glycated hemoglobin,TEST_ITEMS_DISEASE,diabetes
Glycated hemoglobin,TEST_ITEMS_DISEASE,Peripheral neuropathy
Glycated hemoglobin,TEST_ITEMS_DISEASE,High blood sugar
Liver and kidney function,TEST_DISEASE,Decreased liver and kidney function
Neuroelectrophysiologic examination,TEST_DISEASE,Peripheral neuropathy
Electrodiagnostic testing,TEST_DISEASE,diabetes
Electrodiagnostic testing,TEST_DISEASE,Subclinical peripheral neuropathy
Subclinical,CLASS_DISEASE,Subclinical peripheral neuropathy
Nerve conduction studies,TEST_DISEASE,DPN
Sensory nerve conduction studies,TEST_DISEASE,Length-dependent axonal neuropathy
Length-dependent axonal,CLASS_DISEASE,Length-dependent axonal neuropathy
Compression,CLASS_DISEASE,Compression neuropathy
Lumbar plexus,ANATOMY_DISEASE,Lumbar plexus disease
Compound muscle action potential,TEST_ITEMS_DISEASE,Mononeuropathy
Compound muscle action potential,TEST_ITEMS_DISEASE,Lumbar plexus disease
Conduction velocity,TEST_ITEMS_DISEASE,Length-dependent axonal neuropathy
